# name, tgt sunk, tgt tons, subsDmgd, subsSunk, subsSpotted, subsRTB, subsPromoted
U-509(5-3-3),0,0,1,0,0,0,0
U-510(5-3-3),2,19,0,0,0,0,0
U-511(5-3-3),3,13,0,0,0,0,0
U-512(5-3-3),4,17,0,0,0,0,0
U-513(5-3-3),1,5,0,0,0,0,0
U-514(5-3-3),2,8,0,0,0,0,0
U-515(5-3-3),1,2,0,0,0,0,0
U-516(5-3-3),1,2,0,0,0,0,0
U-517(5-3-3),0,0,0,0,0,0,0
U-518(5-3-3),1,11,0,0,0,0,0
U-519(5-3-3),1,4,0,0,0,0,0
U-520(5-3-3),1,4,0,0,0,0,0
U-521(5-3-3),1,5,0,0,0,0,0
U-522(5-3-3),1,8,0,0,0,0,0
U-523(5-3-3),1,2,0,0,1,0,0
U-524(5-3-3),2,14,0,0,0,0,0
U-525(5-3-3),0,0,1,0,0,1,1
U-526(5-3-3),1,2,0,0,0,0,0
U-527(5-3-3),2,8,0,0,0,0,0
U-528(5-3-3),1,6,0,0,0,0,0
U-529(5-3-3),3,20,0,0,0,0,0
U-530(5-3-3),2,14,0,0,0,0,0
U-531(5-3-3),1,6,0,0,0,0,0
U-532(5-3-3),2,16,0,0,0,0,0
U-533(5-3-3),4,13,0,0,0,0,0
U-534(5-3-3),2,7,0,0,0,0,0
U-535(5-3-3),2,10,0,0,0,0,0
U-536(5-3-3),2,10,0,0,0,0,0
U-537(5-3-3),1,6,0,0,0,0,0
U-538(5-3-3),1,5,0,0,0,0,0
U-539(5-3-3),1,2,0,0,0,0,0
U-540(5-3-3),3,12,0,0,0,0,0
U-541(5-3-3),2,11,0,0,0,0,0
U-542(5-3-3),1,4,0,0,0,0,0
U-543(5-3-3),2,6,0,0,0,0,0
U-544(5-3-3),3,7,0,0,0,0,0
U-545(5-3-3),0,0,0,0,0,0,0
U-546(5-3-3),0,0,0,0,1,0,0
U-547(5-3-3),1,5,0,0,0,0,0
U-548(5-3-3),2,10,0,0,0,0,0
U-549(5-3-3),3,7,0,0,0,0,0
U-550(5-3-3),0,0,0,0,0,0,0
U-551(5-3-3),0,0,1,0,0,0,0
U-552(5-3-3),1,12,0,0,0,0,0
U-553(5-3-3),4,14,0,0,0,0,0
U-554(5-3-3),3,8,0,0,0,0,0
U-555(5-3-3),0,0,0,0,0,0,0
U-556(5-3-3),3,14,0,0,0,0,0
U-557(5-3-3),0,0,1,0,0,0,0
U-558(5-3-3),1,2,0,0,0,0,0
U-559(5-3-3),1,5,1,0,0,0,0
U-560(5-3-3),1,2,0,0,0,0,0
U-561(5-3-3),2,10,0,0,0,0,0
U-562(5-3-3),4,10,0,0,0,0,0
U-563(5-3-3),2,22,0,0,0,0,0
U-564(5-3-3),0,0,0,0,0,0,0
U-565(5-3-3),2,16,0,0,0,0,0
U-566(5-3-3),1,5,0,0,0,0,0
U-567(5-3-3),2,9,0,0,0,0,0
U-568(5-3-3),3,10,0,0,0,0,0
U-569(5-3-3),1,2,1,0,0,1,1
U-570(5-3-3),1,1,0,0,0,0,0
U-571(5-3-3),1,2,0,0,0,0,0
U-572(5-3-3),1,3,0,1,0,0,0
U-573(5-3-3),1,7,0,0,0,0,0
U-574(5-3-3),2,11,0,0,0,0,0
U-575(5-3-3),0,0,0,1,0,0,0
U-576(5-3-3),0,0,0,0,0,0,0
U-577(5-3-3),2,4,0,0,0,0,0
U-578(5-3-3),2,13,0,0,0,0,0
U-579(5-3-3),1,4,0,1,0,0,0
U-580(5-3-3),1,7,0,0,0,0,0
U-581(5-3-3),2,17,0,0,0,0,0
U-582(5-3-3),2,18,0,0,0,0,0
U-583(5-3-3),1,5,0,0,0,0,0
U-584(5-3-3),3,16,0,0,0,0,0
U-585(5-3-3),0,0,1,0,0,0,0
U-586(5-3-3),2,15,0,0,0,0,0
U-587(5-3-3),3,10,0,0,0,0,0
U-588(5-3-3),0,0,0,0,0,0,0
U-589(5-3-3),1,5,0,0,0,0,0
U-590(5-3-3),0,0,0,0,0,0,0
U-591(5-3-3),2,8,0,0,0,0,0
U-592(5-3-3),0,0,0,0,0,0,0
U-593(5-3-3),3,15,0,0,0,0,0
U-594(5-3-3),0,0,1,0,0,0,0
U-595(5-3-3),2,9,0,0,0,0,0
U-596(5-3-3),0,0,0,0,1,0,0
U-597(5-3-3),1,5,0,0,0,0,0
U-598(5-3-3),2,9,0,0,0,0,0
U-599(5-3-3),0,0,0,0,1,0,0
U-600(5-3-3),1,5,0,0,0,0,0
U-601(5-3-3),0,0,1,0,0,0,0
U-602(5-3-3),1,11,0,0,0,0,0
U-603(5-3-3),0,0,0,0,0,0,0
U-604(5-3-3),1,2,0,0,0,0,0
U-605(5-3-3),0,0,0,0,0,0,0
U-606(5-3-3),0,0,1,0,0,1,1
U-607(5-3-3),1,4,0,0,0,0,0
U-608(5-3-3),1,4,0,0,0,0,0
U-609(5-3-3),0,0,0,0,0,0,0
U-610(5-3-3),1,4,0,0,0,0,0
U-611(5-3-3),1,5,0,0,0,0,0
U-612(5-3-3),1,4,0,0,0,0,0
U-613(5-3-3),2,8,0,0,0,0,0
U-614(5-3-3),2,6,0,0,0,0,0
U-615(5-3-3),1,4,0,0,0,0,0
U-616(5-3-3),2,15,0,0,0,0,0
U-617(5-3-3),0,0,0,0,0,0,0
U-618(5-3-3),2,16,0,0,0,0,0
U-619(5-3-3),3,14,0,0,0,0,0
U-620(5-3-3),0,0,0,0,0,0,0
U-621(5-3-3),2,6,0,0,0,0,0
U-622(5-3-3),3,18,0,0,0,0,0
U-623(5-3-3),0,0,1,0,0,0,0
U-624(5-3-3),1,5,0,0,0,0,0
U-625(5-3-3),2,10,0,0,0,0,0
U-626(5-3-3),0,0,0,0,1,0,0
U-627(5-3-3),2,8,1,0,0,0,0
U-628(5-3-3),1,4,0,0,0,0,0
U-629(5-3-3),1,8,0,0,0,0,0
U-630(5-3-3),0,0,0,0,0,0,0
U-631(5-3-3),0,0,0,0,0,0,0
U-632(5-3-3),1,5,0,0,0,0,0
U-633(5-3-3),0,0,0,0,0,0,0
U-634(5-3-3),1,3,0,0,0,0,0
U-635(5-3-3),0,0,1,0,0,1,1
U-636(5-3-3),3,14,0,0,0,0,0
U-637(5-3-3),2,16,0,0,0,0,0
U-638(5-3-3),1,7,0,0,0,0,0
U-639(5-3-3),4,21,0,0,0,0,0
U-640(5-3-3),2,9,0,0,0,0,0
U-641(5-3-3),1,8,0,0,0,0,0
U-642(5-3-3),2,8,0,0,0,0,0
U-643(5-3-3),3,15,0,0,0,0,0
U-644(5-3-3),0,0,1,0,0,0,0
U-645(5-3-3),2,12,0,0,0,0,0
U-646(5-3-3),2,22,0,0,0,0,0
U-647(5-3-3),0,0,0,0,0,0,0
U-648(5-3-3),2,7,0,0,0,0,0
U-649(5-3-3),1,4,0,0,0,0,0
U-650(5-3-3),2,9,0,0,0,0,0
U-651(5-3-3),0,0,1,0,0,0,0
U-652(5-3-3),2,9,0,0,0,0,0
U-653(5-3-3),2,11,0,0,0,0,0
U-654(5-3-3),1,10,0,0,0,0,0
U-655(5-3-3),1,5,0,0,0,0,0
U-656(5-3-3),0,0,1,0,0,0,0
U-657(5-3-3),1,5,0,0,0,0,0
U-658(5-3-3),1,17,0,0,0,0,0
U-659(5-3-3),2,8,0,0,0,0,0
U-660(5-3-3),0,0,1,0,0,0,0
U-661(5-3-3),0,0,1,0,0,0,0
U-662(5-3-3),1,14,0,0,0,0,0
U-663(5-3-3),0,0,0,0,1,0,0
U-664(5-3-3),1,17,0,0,0,0,0
U-665(5-3-3),0,0,0,0,0,0,0
U-666(5-3-3),1,5,0,0,0,0,0
U-667(5-3-3),1,7,0,0,0,0,0
U-668(5-3-3),1,4,0,0,0,0,0
U-669(5-3-3),0,0,0,0,0,0,0
U-670(5-3-3),2,8,0,0,0,0,0
U-671(5-3-3),1,2,0,0,0,0,0
U-672(5-3-3),0,0,0,0,1,0,0
U-673(5-3-3),1,4,0,0,0,0,0
U-674(5-3-3),0,0,0,0,0,0,0
U-675(5-3-3),2,13,0,0,0,0,0
U-676(5-3-3),1,2,0,0,0,0,0
U-677(5-3-3),0,0,0,0,0,0,0
U-678(5-3-3),1,5,0,0,0,0,0
U-679(5-3-3),0,0,1,0,0,0,0
U-680(5-3-3),1,6,0,0,0,0,0
U-681(5-3-3),2,13,0,0,0,0,0
U-682(5-3-3),2,18,0,0,0,0,0
U-683(5-3-3),1,4,0,0,0,0,0
U-684(5-3-3),2,9,0,1,0,0,0
U-685(5-3-3),1,6,0,0,0,0,0
U-686(5-3-3),0,0,0,0,0,0,0
U-687(5-3-3),0,0,0,0,0,0,0
U-688(5-3-3),0,0,0,0,1,0,0
U-689(5-3-3),1,4,0,0,0,0,0
U-690(5-3-3),2,18,0,0,0,0,0
U-691(5-3-3),0,0,0,0,0,0,0
U-692(5-3-3),3,13,0,0,0,0,0
U-693(5-3-3),2,9,0,0,0,0,0
U-694(5-3-3),1,5,0,0,0,0,0
U-695(5-3-3),0,0,0,0,0,0,0
U-696(5-3-3),3,16,0,0,0,0,0
U-697(5-3-3),2,7,0,0,0,0,0
U-698(5-3-3),0,0,0,0,0,0,0
U-699(5-3-3),1,5,0,0,1,0,0
U-700(5-3-3),2,7,0,0,0,0,0
U-701(5-3-3),3,11,0,0,0,0,0
U-702(5-3-3),2,9,0,0,0,0,0
U-703(5-3-3),1,7,1,0,0,0,0
U-704(5-3-3),0,0,1,0,0,0,0
U-705(5-3-3),1,4,0,0,0,0,0
U-706(5-3-3),1,5,0,0,0,0,0
U-707(5-3-3),4,16,0,0,0,0,0
U-708(5-3-3),1,8,0,0,0,0,0
U-709(5-3-3),1,5,0,0,0,0,0
U-710(5-3-3),2,21,0,0,0,0,0
U-711(5-3-3),1,4,0,0,0,0,0
U-712(5-3-3),4,15,0,0,0,0,0
U-713(5-3-3),1,5,0,0,0,0,0
U-714(5-3-3),2,6,0,0,0,0,0
U-715(5-3-3),1,7,0,0,0,0,0
U-716(5-3-3),0,0,0,0,0,0,0
U-717(5-3-3),2,10,0,0,0,0,0
U-718(5-3-3),0,0,0,0,0,0,0
U-719(5-3-3),1,7,0,0,0,0,0
U-720(5-3-3),0,0,0,0,0,0,0
U-721(5-3-3),3,17,0,0,0,0,0
U-722(5-3-3),0,0,1,0,0,0,0
U-723(5-3-3),1,5,0,0,0,0,0
U-724(5-3-3),0,0,0,0,1,0,0
U-725(5-3-3),1,5,0,0,0,0,0
U-726(5-3-3),1,7,0,0,0,0,0
U-727(5-3-3),1,5,0,0,0,0,0
U-728(5-3-3),3,14,0,0,0,0,0
U-729(5-3-3),1,5,0,0,0,0,0
U-730(5-3-3),2,10,0,0,0,0,0
U-731(5-3-3),1,7,0,0,0,0,0
U-732(5-3-3),0,0,0,0,0,0,0
U-733(5-3-3),2,9,0,0,1,0,0
U-734(5-3-3),2,12,0,0,0,0,0
U-735(5-3-3),1,4,0,0,0,0,0
U-736(5-3-3),2,5,0,0,0,0,0
U-737(5-3-3),1,5,1,0,0,0,0
U-738(5-3-3),1,7,0,0,0,0,0
U-739(5-3-3),3,18,0,0,0,0,0
U-740(5-3-3),1,5,0,0,0,0,0
U-741(5-3-3),2,13,1,0,0,0,0
U-742(5-3-3),1,4,0,0,0,0,0
U-743(5-3-3),0,0,0,0,0,0,0
U-744(5-3-3),2,10,0,0,0,0,0
U-745(5-3-3),1,5,0,0,0,0,0
U-746(5-3-3),0,0,0,0,1,0,0
U-747(5-3-3),1,7,0,0,0,0,0
U-748(5-3-3),2,12,0,0,0,0,0
U-749(5-3-3),0,0,0,0,0,0,0
U-750(5-3-3),2,16,0,0,0,0,0
U-751(5-3-3),2,10,0,0,0,0,0
U-752(5-3-3),2,14,0,0,0,0,0
U-753(5-3-3),3,9,0,0,0,0,0
U-754(5-3-3),1,5,0,0,0,0,0
U-755(5-3-3),2,14,0,0,0,0,0
U-756(5-3-3),1,5,0,0,0,0,0
U-757(5-3-3),0,0,0,0,0,0,0
U-758(5-3-3),1,7,0,0,0,0,0
U-759(5-3-3),1,2,0,0,0,0,0
U-760(5-3-3),0,0,0,0,1,0,0
U-761(5-3-3),0,0,0,0,0,0,0
U-762(5-3-3),2,9,0,0,0,0,0
U-763(5-3-3),2,9,0,0,0,0,0
U-764(5-3-3),1,7,0,0,0,0,0
U-765(5-3-3),0,0,0,0,0,0,0
U-766(5-3-3),1,5,0,0,0,0,0
U-767(5-3-3),2,12,0,0,0,0,0
U-768(5-3-3),0,0,0,0,0,0,0
U-769(5-3-3),2,9,0,0,0,0,0
U-770(5-3-3),0,0,0,0,0,0,0
U-771(5-3-3),0,0,1,0,0,0,0
U-772(5-3-3),1,7,0,0,0,0,0
U-773(5-3-3),2,16,0,0,0,0,0
U-774(5-3-3),0,0,1,0,0,0,0
U-775(5-3-3),0,0,0,0,0,0,0
U-776(5-3-3),1,7,0,0,0,0,0
U-777(5-3-3),0,0,0,0,0,0,0
U-778(5-3-3),1,8,0,0,0,0,0
U-779(5-3-3),1,5,0,0,1,0,0
U-780(5-3-3),1,4,0,0,1,0,0
U-781(5-3-3),1,7,1,0,0,1,1
U-782(5-3-3),2,8,0,0,0,0,0
U-783(5-3-3),2,12,0,0,0,0,0
U-784(5-3-3),1,5,0,0,0,0,0
U-785(5-3-3),2,16,0,0,0,0,0
U-786(5-3-3),1,4,1,0,0,1,1
U-787(5-3-3),2,10,0,0,0,0,0
U-788(5-3-3),0,0,0,0,0,0,0
U-789(5-3-3),1,4,0,0,0,0,0
U-790(5-3-3),0,0,0,0,0,0,0
U-791(5-3-3),0,0,0,0,0,0,0
U-792(5-3-3),1,2,1,0,0,0,0
U-793(5-3-3),1,6,0,0,0,0,0
U-794(5-3-3),1,5,0,0,0,0,0
U-795(5-3-3),3,11,0,0,0,0,0
U-796(5-3-3),1,10,0,0,0,0,0
U-797(5-3-3),1,6,0,0,0,0,0
U-798(5-3-3),3,19,0,0,0,0,0
U-799(5-3-3),1,2,0,0,0,0,0
U-800(5-3-3),2,9,0,0,0,0,0
U-801(5-3-3),0,0,0,0,0,0,0
U-802(5-3-3),0,0,0,0,0,0,0
U-803(5-3-3),3,8,0,0,0,0,0
U-804(5-3-3),1,17,0,0,0,0,0
U-805(5-3-3),2,10,0,0,0,0,0
U-806(5-3-3),1,4,0,0,0,0,0
U-807(5-3-3),2,10,0,0,0,0,0
U-808(5-3-3),1,5,0,0,0,0,0
U-809(5-3-3),3,10,0,0,0,0,0
U-810(5-3-3),0,0,0,0,0,0,0
U-811(5-3-3),0,0,0,0,1,0,0
U-812(5-3-3),1,5,0,0,0,0,0
U-813(5-3-3),2,8,0,0,0,0,0
U-814(5-3-3),3,20,0,0,0,0,0
U-815(5-3-3),1,5,0,0,0,0,0
U-816(5-3-3),1,3,0,0,0,0,0
U-817(5-3-3),0,0,0,0,0,0,0
U-818(5-3-3),0,0,0,0,0,0,0
U-819(5-3-3),2,9,0,0,0,0,0
U-820(5-3-3),1,17,0,0,0,0,0
U-821(5-3-3),2,9,0,0,0,0,0
U-822(5-3-3),0,0,0,0,0,0,0
U-823(5-3-3),1,9,0,0,0,0,0
U-824(5-3-3),2,9,0,0,1,0,0
U-825(5-3-3),1,5,0,0,0,0,0
U-826(5-3-3),2,6,0,0,0,0,0
U-827(5-3-3),2,12,0,0,0,0,0
U-828(5-3-3),3,8,0,0,0,0,0
U-829(5-3-3),1,2,0,0,0,0,0
U-830(5-3-3),0,0,0,0,0,0,0
U-831(5-3-3),0,0,0,0,0,0,0
U-832(5-3-3),1,3,0,0,0,0,0
U-833(5-3-3),0,0,1,0,0,0,0
U-834(5-3-3),0,0,0,0,0,0,0
U-835(5-3-3),2,6,0,0,0,0,0
U-836(5-3-3),2,8,0,0,0,0,0
U-837(5-3-3),1,4,0,0,0,0,0
U-838(5-3-3),2,13,0,0,0,0,0
U-839(5-3-3),2,9,0,0,0,0,0
U-840(5-3-3),0,0,0,0,0,0,0
U-841(5-3-3),1,6,0,0,0,0,0
U-842(5-3-3),1,4,0,0,0,0,0
U-843(5-3-3),3,12,0,0,0,0,0
U-844(5-3-3),0,0,0,0,0,0,0
U-845(5-3-3),4,18,0,0,0,0,0
U-846(5-3-3),0,0,0,0,0,0,0
U-847(5-3-3),3,33,0,0,0,0,0
U-848(5-3-3),1,7,0,0,0,0,0
U-849(5-3-3),0,0,0,0,0,0,0
U-850(5-3-3),0,0,0,0,0,0,0
U-851(5-3-3),0,0,0,0,0,0,0
U-852(5-3-3),0,0,0,0,0,0,0
U-853(5-3-3),2,10,0,0,0,0,0
U-854(5-3-3),1,2,0,1,0,0,0
U-855(5-3-3),1,5,0,0,0,0,0
U-856(5-3-3),2,13,0,0,0,0,0
U-857(5-3-3),1,5,0,0,0,0,0
U-858(5-3-3),1,8,0,0,0,0,0
U-859(5-3-3),2,17,0,0,1,0,0
U-860(5-3-3),2,17,0,0,0,0,0
U-861(5-3-3),1,8,1,0,0,1,1
U-862(5-3-3),1,4,0,0,0,0,0
U-863(5-3-3),1,5,0,0,0,0,0
U-864(5-3-3),3,14,0,0,0,0,0
U-865(5-3-3),0,0,0,0,0,0,0
U-866(5-3-3),2,10,0,0,0,0,0
U-867(5-3-3),0,0,0,0,0,0,0
U-868(5-3-3),1,5,0,0,0,0,0
U-869(5-3-3),0,0,0,0,0,0,0
U-870(5-3-3),2,13,0,0,0,0,0
U-871(5-3-3),0,0,0,0,0,0,0
U-872(5-3-3),1,5,0,0,0,0,0
U-873(5-3-3),0,0,0,0,0,0,0
U-874(5-3-3),1,8,0,0,0,0,0
U-875(5-3-3),2,7,0,0,0,0,0
U-876(5-3-3),2,14,0,0,0,0,0
U-877(5-3-3),1,20,0,0,0,0,0
U-878(5-3-3),1,5,0,0,0,0,0
U-879(5-3-3),2,10,0,0,0,0,0
U-880(5-3-3),2,6,0,0,0,0,0
U-881(5-3-3),2,10,0,0,0,0,0
U-882(5-3-3),3,18,0,0,0,0,0
U-883(5-3-3),3,22,0,0,0,0,0
U-884(5-3-3),2,24,0,0,0,0,0
U-885(5-3-3),1,4,0,0,0,0,0
U-886(5-3-3),2,8,0,0,0,0,0
U-887(5-3-3),2,18,0,0,0,0,0
U-888(5-3-3),3,8,0,0,0,0,0
U-889(5-3-3),1,9,0,0,0,0,0
U-890(5-3-3),0,0,0,0,0,0,0
U-891(5-3-3),0,0,0,0,0,0,0
U-892(5-3-3),1,5,0,0,0,0,0
U-893(5-3-3),2,7,0,0,0,0,0
U-894(5-3-3),2,14,0,0,0,0,0
U-895(5-3-3),1,7,0,0,0,0,0
U-896(5-3-3),1,9,1,0,0,0,0
U-897(5-3-3),1,6,0,0,0,0,0
U-898(5-3-3),2,13,0,0,0,0,0
U-899(5-3-3),2,9,0,0,0,0,0
U-900(5-3-3),0,0,0,0,0,0,0
U-901(5-3-3),0,0,0,0,0,0,0
U-902(5-3-3),0,0,0,0,0,0,0
U-903(5-3-3),0,0,1,0,0,0,0
U-904(5-3-3),2,15,0,1,0,0,0
U-905(5-3-3),1,5,0,0,0,0,0
U-906(5-3-3),0,0,0,0,0,0,0
U-907(5-3-3),0,0,0,0,0,0,0
U-908(5-3-3),1,6,0,0,0,0,0
U-909(5-3-3),1,5,0,0,0,0,0
U-910(5-3-3),1,5,0,0,0,0,0
U-911(5-3-3),0,0,0,0,0,0,0
U-912(5-3-3),2,11,0,0,0,0,0
U-913(5-3-3),2,15,0,0,0,0,0
U-914(5-3-3),1,5,0,0,0,0,0
U-915(5-3-3),2,9,0,0,0,0,0
U-916(5-3-3),0,0,0,0,0,0,0
U-917(5-3-3),1,5,0,0,0,0,0
U-918(5-3-3),0,0,0,0,0,0,0
U-919(5-3-3),0,0,0,0,0,0,0
U-920(5-3-3),2,10,0,0,0,0,0
U-921(5-3-3),2,6,0,0,0,0,0
U-922(5-3-3),0,0,0,0,0,0,0
U-923(5-3-3),1,5,0,0,0,0,0
U-924(5-3-3),1,4,0,0,0,0,0
U-925(5-3-3),3,16,0,0,0,0,0
U-926(5-3-3),0,0,0,0,0,0,0
U-927(5-3-3),1,5,0,0,0,0,0
U-928(5-3-3),2,10,0,0,0,0,0
U-929(5-3-3),1,4,0,0,0,0,0
U-930(5-3-3),0,0,0,0,0,0,0
U-931(5-3-3),0,0,0,0,0,0,0
U-932(5-3-3),1,5,0,0,0,0,0
U-933(5-3-3),1,4,0,0,0,0,0
U-934(5-3-3),0,0,0,0,0,0,0
U-935(5-3-3),3,15,0,0,0,0,0
U-936(5-3-3),0,0,0,0,0,0,0
U-937(5-3-3),0,0,0,0,0,0,0
U-938(5-3-3),1,2,1,0,0,0,0
U-939(5-3-3),1,2,0,0,0,0,0
U-940(5-3-3),2,16,0,0,0,0,0
U-941(5-3-3),1,5,0,0,0,0,0
U-942(5-3-3),1,5,0,0,0,0,0
U-943(5-3-3),3,15,0,0,0,0,0
U-944(5-3-3),4,19,0,0,0,0,0
U-945(5-3-3),2,17,0,0,0,0,0
U-946(5-3-3),0,0,0,0,0,0,0
U-947(5-3-3),0,0,0,0,0,0,0
U-948(5-3-3),1,5,0,0,0,0,0
U-949(5-3-3),2,14,0,0,0,0,0
U-950(5-3-3),2,9,0,0,0,0,0
U-951(5-3-3),1,5,0,0,0,0,0
U-952(5-3-3),3,8,0,0,0,0,0
U-953(5-3-3),1,5,0,0,0,0,0
U-954(5-3-3),2,7,0,0,0,0,0
U-955(5-3-3),0,0,1,0,0,0,0
U-956(5-3-3),1,2,0,0,0,0,0
U-957(5-3-3),0,0,0,0,0,0,0
U-958(5-3-3),1,10,0,0,0,0,0
U-959(5-3-3),1,4,0,0,0,0,0
U-960(5-3-3),2,6,0,0,0,0,0
U-961(5-3-3),1,5,0,0,0,0,0
U-962(5-3-3),0,0,0,0,0,0,0
U-963(5-3-3),0,0,1,0,0,1,1
U-964(5-3-3),2,4,1,0,0,1,1
U-965(5-3-3),1,6,0,0,0,0,0
U-966(5-3-3),1,2,0,0,0,0,0
U-967(5-3-3),2,4,0,0,0,0,0
U-968(5-3-3),1,7,0,0,0,0,0
U-969(5-3-3),1,4,0,0,0,0,0
U-970(5-3-3),2,13,0,0,0,0,0
U-971(5-3-3),1,10,0,0,0,0,0
U-972(5-3-3),0,0,0,0,0,0,0
U-973(5-3-3),1,2,0,0,0,0,0
U-974(5-3-3),0,0,1,0,0,1,1
U-975(5-3-3),0,0,1,0,0,0,0
U-976(5-3-3),2,10,0,0,0,0,0
U-977(5-3-3),1,2,0,0,1,0,0
U-978(5-3-3),1,4,0,0,0,0,0
U-979(5-3-3),1,9,0,0,0,0,0
U-980(5-3-3),0,0,0,0,0,0,0
U-981(5-3-3),3,11,0,0,0,0,0
U-982(5-3-3),1,5,0,0,0,0,0
U-983(5-3-3),1,5,0,0,0,0,0
U-984(5-3-3),0,0,1,0,0,0,0
U-985(5-3-3),1,2,0,0,0,0,0
U-986(5-3-3),3,21,0,0,0,0,0
U-987(5-3-3),3,12,0,0,0,0,0
U-988(5-3-3),2,14,0,0,0,0,0
U-989(5-3-3),1,5,0,0,0,0,0
U-990(5-3-3),1,6,0,0,0,0,0
U-991(5-3-3),0,0,1,0,0,0,0
U-992(5-3-3),2,13,0,0,0,0,0
U-993(5-3-3),1,6,0,0,0,0,0
U-994(5-3-3),4,11,0,0,0,0,0
U-995(5-3-3),1,5,0,0,0,0,0
U-996(5-3-3),0,0,0,0,0,0,0
U-997(5-3-3),1,6,0,0,0,0,0
U-998(5-3-3),4,20,0,0,0,0,0
U-999(5-3-3),0,0,0,0,0,0,0
U-1000(5-3-3),1,5,0,0,0,0,0
U-1001(5-3-3),0,0,0,0,0,0,0
U-1002(5-3-3),1,7,0,0,0,0,0
U-1003(5-3-3),0,0,0,0,0,0,0
U-1004(5-3-3),2,8,0,0,0,0,0
U-1005(5-3-3),0,0,0,0,0,0,0
U-1006(5-3-3),0,0,0,0,0,0,0
U-1007(5-3-3),2,6,0,0,0,0,0
U-1008(5-3-3),1,5,0,0,0,0,0
U-1009(5-3-3),2,15,0,0,0,0,0
U-1010(5-3-3),0,0,0,0,0,0,0
U-1011(5-3-3),1,5,0,0,0,0,0
U-1012(5-3-3),1,5,0,0,0,0,0
U-1013(5-3-3),0,0,0,0,0,0,0
U-1014(5-3-3),1,4,0,0,0,0,0
U-1015(5-3-3),1,5,0,0,0,0,0
U-1016(5-3-3),2,8,0,0,0,0,0
